QUOTE_CONVERSION;SERVICE_NOTIFICATION;ORDER;CUSTOMER;QUANTITY;DESCRIPTION;QUOTE_COUNT;CUSTOMER_SALES_SHARE;COUNTRY_SALES_SHARE;PRICE_DEV_QU;PRIMARY_PRODUCT_SALES;SEGMENT;CONCERN;KEY_ACCOUNT;COUNTRY;COUNTRY_CLUSTERED
Success;1040;;156;1;SP;1;0,006115614;0,015798616;0,923570691;0,740784639;Oilseed;1;0;CZ;Other
Success;1041;;147;5;SP;1;0,012525733;0,032064225;0,827573354;0,334127918;Oilseed;0;0;DK;Other
Success;1042;494;135;0;SP;1;0,015985666;0,149340658;1;1;Oilseed;1;0;FR;FR
Failure;1043;;34;1;SP;1;0,032574028;0,037934649;1;1;Oilseed;0;0;RU;RU
Success;1044;;23;25;SP;1;0,011855655;0,24288004;1,054002925;0,545088401;Oilseed;1;1;DE;DE
Failure;1045;;36;1;SP;1;0,006161744;0,006161744;1,009407411;0,282767698;Oilseed;0;0;CY;Other
Success;1046;495;18;23;SP;2;0,012238261;0,24288004;0,948925369;0,783526335;Oilseed;1;1;DE;DE
Success;1047;496;190;1;SP;1;0,00114539;0,24288004;0,903887744;1;Oilseed;0;0;DE;DE
Success;1048;497;3;190;SP;1;0,012672497;0,24288004;0,899152972;1;Oilseed;1;1;DE;DE
Failure;1049;;192;50;Other;1;0;0,01187804;1,043776097;0,294300437;Rendering;1;1;ES;Other
Failure;1050;;34;1;Other;1;0,032574028;0,037934649;1;1;Oilseed;0;0;RU;RU
Failure;1051;;28;1;Other;1;0,007770044;0,24288004;1,157357309;1;Oilseed;1;0;DE;DE
Failure;1052;;34;1;SP;1;0,032574028;0,037934649;1,124924509;0,776595745;Oilseed;0;0;RU;RU
Success;1053;498;44;1;SP;1;0,001913113;0,015798616;1,151613645;1;Rendering;0;0;CZ;Other
Success;1054;;181;50;Other;1;0,002201576;0,24288004;1,85328449;0,53915043;Rendering;0;0;DE;DE
Failure;1055;;21;1;SV;1;0,0089365;0,014710869;1,09367367;1;Oilseed;1;1;TR;Other
Success;1056;499;25;0;SP;1;0,002652777;0,031120862;1,095076431;0,661935484;Oilseed;0;0;US;US
Success;1057;500;25;0;SP;1;0,002652777;0,031120862;1,093165859;0,724546464;Oilseed;0;0;US;US
Success;1058;;135;9;SP;1;0,015985666;0,149340658;0,837382277;1;Oilseed;1;0;FR;FR
Success;1059;501;17;0;SP;1;0,001380133;0,021159902;1,259412333;1;Oilseed;1;1;IT;Other
Failure;1060;;12;3;SP;1;0,021882417;0,24288004;1;1;Oilseed;1;1;DE;DE
Success;1061;502;74;2;SP;1;0,006753649;0,09008607;0,833695898;1;Rendering;1;1;PL;PL
Failure;1062;;98;1;SP;1;0,003216046;0,24288004;0,655145008;1;Rendering;0;0;DE;DE
Success;1063;503;67;2;SP;1;0,003045604;0,017650065;0,756215735;1;Rendering;0;0;AT;Other
Failure;1064;;193;1;SP;1;0;0;0,332221649;1;Oilseed;0;0;ZA;Other
Success;1065;;126;1;SP;1;0,029408083;0,049273194;1,114749843;1;Oilseed;1;0;HU;Other
Success;1066;;14;1;Other;1;0,000440498;0,000857283;1,003106658;1;Oilseed;0;0;MK;Other
Failure;1067;;194;60;SP;4;0;0,016697353;0,983617785;0,546411173;Oilseed;0;0;KZ;Other
Success;1068;504;96;0;SV;1;0,004160797;0,24288004;0,996742865;0,815501781;Rendering;0;0;DE;DE
Failure;1069;;36;10;SP;2;0,006161744;0,006161744;0,899976766;0,796042474;Oilseed;0;0;CY;Other
Success;1070;;179;6;Other;1;0,011140294;0,149340658;1,865176923;1;Rendering;1;1;FR;FR
Success;1071;;13;1;SP;2;0,005186831;0,005186831;0,976417028;0,994696485;Oilseed;0;0;BA;Other
Success;1072;;126;1;SP;1;0,029408083;0,049273194;1,067663863;0,311098988;Oilseed;1;0;HU;Other
Success;1073;505;12;2;SP;1;0,021882417;0,24288004;0,999223361;1;Oilseed;1;1;DE;DE
Success;1074;506;25;0;SP;1;0,002652777;0,031120862;0,74316627;0,686267516;Oilseed;0;0;US;US
Success;1075;;60;1;EP;1;0,000300471;0,028680262;1,271914969;0,649013499;Oilseed;0;0;CH;Other
Success;1076;507;77;0;SP;1;0,009222167;0,09008607;1,030686486;0,768517081;Rendering;1;1;PL;PL
Success;1077;508;145;1;SP;1;0,023432025;0,031120862;1,092716517;0,869072496;Rendering;1;0;US;US
Success;1078;509;34;0;SP;1;0,032574028;0,037934649;0,972333284;1;Oilseed;0;0;RU;RU
Failure;1079;;36;1;SP;1;0,006161744;0,006161744;0,963577725;0,718456457;Oilseed;0;0;CY;Other
Success;1080;510;9;0;Other;1;0,019405607;0,149340658;1;1;Rendering;1;0;FR;FR
Failure;1081;;90;2;SP;1;0,001491092;0,24288004;0,794403901;1;Oilseed;0;0;DE;DE
Success;1082;511;139;1;SP;1;0,019538491;0,032064225;1;1;Oilseed;1;0;DK;Other
Failure;1083;;140;4;SP;1;0,006890758;0,017650065;1;1;Oilseed;1;1;AT;Other
Success;1084;;140;4;Other;1;0,006890758;0,017650065;0,935876485;1;Oilseed;1;1;AT;Other
Failure;1085;;135;1;SP;1;0,015985666;0,149340658;0,986826677;0,353866509;Oilseed;1;0;FR;FR
Success;1086;512;167;98;SP;1;0,000627537;0,24288004;0,781020813;0,799318241;Oilseed;0;0;DE;DE
Success;1087;513;61;1;SP;2;0,01832899;0,021779501;0,978887984;0,279906819;Oilseed;1;1;AU;Other
Success;1088;;69;1;SP;1;0,004435115;0,149340658;0,971305487;0,997638083;Oilseed;1;1;FR;FR
Success;1089;;69;1;SP;1;0,004435115;0,149340658;0,871269311;0,816475221;Oilseed;1;1;FR;FR
Failure;1090;;143;1;SP;1;0,000881389;0,000881389;0,558333333;1;Oilseed;0;0;CL;Other
Failure;1091;;126;1;SP;1;0,029408083;0,049273194;1,04752655;0,475842246;Oilseed;1;0;HU;Other
Success;1092;514;9;0;Other;1;0,019405607;0,149340658;1,014994594;1;Rendering;1;0;FR;FR
Success;1093;515;9;0;Other;1;0,019405607;0,149340658;1,008795878;1;Rendering;1;0;FR;FR
Success;1094;516;34;0;Other;1;0,032574028;0,037934649;1,001717717;0,991619788;Oilseed;0;0;RU;RU
Success;1095;517;121;0;SP;1;0,013830641;0,24288004;0,879351532;1;Oilseed;1;0;DE;DE
Failure;1096;;100;1;SP;1;0,002854899;0,021779501;1,006218321;0,632400198;Rendering;0;0;AU;Other
Failure;1097;;34;2;Other;1;0,032574028;0,037934649;1,00971586;1;Oilseed;0;0;RU;RU
Failure;1098;;167;1;Other;1;0,000627537;0,24288004;1;1;Oilseed;0;0;DE;DE
Success;1099;518;135;0;SP;1;0,015985666;0,149340658;0,903832708;1;Oilseed;1;0;FR;FR
Success;1100;519;50;1;SV;1;0,00282042;0,24288004;1,037029345;0,803858521;Rendering;1;1;DE;DE
Success;1101;520;76;1;SP;2;0,003556921;0,24288004;1,010235392;0,330010945;Rendering;1;1;DE;DE
Failure;1102;;188;1;SP;1;7,46E-05;0,037934649;0,993073634;1;Oilseed;1;1;RU;RU
Failure;1103;;104;1;SP;1;0,000595611;0,021779501;0,977496325;0,248658363;Oilseed;0;0;AU;Other
Success;1104;521;76;0;SP;1;0,003556921;0,24288004;0,990684622;0,934285714;Rendering;1;1;DE;DE
Success;1105;522;73;1;SP;1;0,005132408;0,24288004;1,112550085;0,902358163;Rendering;1;1;DE;DE
Success;1106;;72;1;SP;1;0,011354609;0,149340658;1,354916303;0,525361518;Rendering;1;1;FR;FR
Success;1107;523;135;1;SP;1;0,015985666;0,149340658;1,273490533;1;Oilseed;1;0;FR;FR
Failure;1108;;135;1;SP;1;0,015985666;0,149340658;0,995216794;0,923626268;Oilseed;1;0;FR;FR
Success;1109;524;48;1;EP;2;0,001542755;0,001542755;0,716666337;1;Rendering;0;0;IL;Other
Failure;1110;;34;54;SP;1;0,032574028;0,037934649;1,01105034;0,587675611;Oilseed;0;0;RU;RU
Failure;1111;;36;1;SP;1;0,006161744;0,006161744;1,042039299;0,385103351;Oilseed;0;0;CY;Other
Failure;1112;;36;1;SP;1;0,006161744;0,006161744;1,111963299;0,986827936;Oilseed;0;0;CY;Other
Failure;1113;;34;1;SP;1;0,032574028;0,037934649;1,189322723;0,536743516;Oilseed;0;0;RU;RU
Success;1114;525;78;1;SP;1;0,003002838;0,24288004;1,092633767;1;Rendering;0;0;DE;DE
Success;1115;526;61;0;SP;1;0,01832899;0,021779501;0,975073518;1;Oilseed;1;1;AU;Other
Failure;1116;;25;1;SP;1;0,002652777;0,031120862;1,071926555;1;Oilseed;0;0;US;US
Failure;1117;;1;300;SP;1;0,000935757;0,000935757;0,957149411;0,714934181;Oilseed;0;0;SG;Other
Failure;1118;;36;54;SP;1;0,006161744;0,006161744;1,024944816;0,284112973;Oilseed;0;0;CY;Other
Failure;1119;;62;36;SP;1;0,008667771;0,24288004;0,870335663;0,297470984;Oilseed;0;0;DE;DE
Success;1120;527;195;0;SP;1;0,000595611;0,021779501;0,549335401;1;Oilseed;0;0;AU;Other
Failure;1121;;2;1;SV;1;0,005747758;0,005747758;1,08822021;1;Oilseed;1;0;SE;Other
Success;1122;;85;1;SV;1;0,002306495;0,24288004;1,068379562;0,717247013;Rendering;0;0;DE;DE
Success;1123;;5;7;SP;1;0,009883245;0,014651249;0,887291322;0,602696327;Rendering;0;0;HR;Other
Failure;1124;;196;1;SP;1;0;0,016697353;1,059767156;1;Oilseed;0;0;KZ;Other
Success;1125;;78;1;SP;1;0,003002838;0,24288004;1,10629412;1;Rendering;0;0;DE;DE
Failure;1126;;139;48;SP;1;0,019538491;0,032064225;0,918165481;0,627223049;Oilseed;1;0;DK;Other
Success;1127;528;135;0;SP;1;0,015985666;0,149340658;0,787139341;1;Oilseed;1;0;FR;FR
Failure;1128;;51;2;EP;1;0,002334623;0,00237385;0,885004172;0,64465;Rendering;0;0;EG;Other
Success;1129;;139;168;SP;1;0,019538491;0,032064225;0,912177324;0,511865155;Oilseed;1;0;DK;Other
Failure;1130;;9;1;Other;1;0,019405607;0,149340658;1,452111875;0,387962805;Rendering;1;0;FR;FR
Failure;1131;;9;1;Other;1;0,019405607;0,149340658;1,711758269;0,683157065;Rendering;1;0;FR;FR
Success;1132;;135;1;SP;1;0,015985666;0,149340658;0,799691443;1;Oilseed;1;0;FR;FR
Success;1133;529;90;0;SP;1;0,001491092;0,24288004;0,869447409;0,460806363;Oilseed;0;0;DE;DE
Failure;1134;;36;1;SP;2;0,006161744;0,006161744;0,804762023;0,960219584;Oilseed;0;0;CY;Other
Success;1135;;133;160;SP;1;0,008735329;0,008735329;0,980690406;0,670403221;Oilseed;0;0;FI;Other
Success;1136;530;108;3;SP;1;0,025499469;0,24288004;1,149978387;1;Oilseed;0;0;DE;DE
Success;1137;531;108;1;SP;1;0,025499469;0,24288004;1,465375514;1;Oilseed;0;0;DE;DE
Failure;1138;;11;1;Other;1;7,15E-05;0,149340658;0,975869566;1;Rendering;0;0;FR;FR
Failure;1139;;25;1;SP;1;0,002652777;0,031120862;0,986889664;1;Oilseed;0;0;US;US
Success;1140;532;173;1;Other;4;0,002944408;0,09008607;1,107197689;1;Oilseed;1;1;PL;PL
Failure;1141;;83;1;SP;1;0,001451012;0,005698601;1,032333112;0,357555453;Oilseed;0;0;XS;Other
Failure;1142;;15;2;SP;1;0,008587915;0,24288004;0,898230854;0,904907975;Oilseed;0;0;DE;DE
Success;1143;533;15;2;SP;1;0,008587915;0,24288004;1,057597476;0,664747564;Oilseed;0;0;DE;DE
Failure;1144;;47;2;EP;1;0;0,001542755;0,882604744;1;Rendering;0;0;IL;Other
Success;1145;534;48;1;EP;2;0,001542755;0,001542755;0,937917128;0,713773341;Rendering;0;0;IL;Other
Failure;1146;;36;2;SP;1;0,006161744;0,006161744;1;1;Oilseed;0;0;CY;Other
Success;1147;535;61;2;SP;1;0,01832899;0,021779501;0,73510871;0,895939117;Oilseed;1;1;AU;Other
Success;1148;536;12;0;Other;1;0,021882417;0,24288004;1,298522779;1;Oilseed;1;1;DE;DE
Success;1149;;19;1;Other;1;0,016754912;0,049273194;0,987632017;1;Oilseed;1;1;HU;Other
Success;1150;537;5;1;SP;1;0,009883245;0,014651249;0,8836978;0,503887015;Rendering;0;0;HR;Other
Success;1151;538;68;1;SP;2;0,004581255;0,24288004;0,976354128;0,448442231;Rendering;1;1;DE;DE
Success;1152;539;9;0;Other;1;0,019405607;0,149340658;1,010611744;1;Rendering;1;0;FR;FR
Success;1153;540;12;30;SP;1;0,021882417;0,24288004;1,104555551;0,522438044;Oilseed;1;1;DE;DE
Success;1154;541;9;0;Other;1;0,019405607;0,149340658;1,011308979;1;Rendering;1;0;FR;FR
Success;1155;542;186;2;SP;2;0,006161744;0,09008607;1;1;Oilseed;0;0;PL;PL
Success;1156;;179;1000;Other;1;0,011140294;0,149340658;0,978641096;1;Rendering;1;1;FR;FR
Success;1157;543;197;0;SP;1;0,000322397;0,013483314;0,869650237;0,756432646;Oilseed;0;0;UA;Other
Success;1158;544;139;0;SP;1;0,019538491;0,032064225;0,942392559;1;Oilseed;1;0;DK;Other
Failure;1159;;25;1;SP;1;0,002652777;0,031120862;1,010322482;1;Oilseed;0;0;US;US
Success;1160;545;94;0;Other;1;0,003576347;0,24288004;1;1;Rendering;0;0;DE;DE
Success;1161;;78;1;SP;1;0,003002838;0,24288004;1,057252116;0,352158709;Rendering;0;0;DE;DE
Success;1162;;179;6;Other;1;0,011140294;0,149340658;0,932588461;1;Rendering;1;1;FR;FR
Success;1163;;179;400;Other;1;0,011140294;0,149340658;1;1;Rendering;1;1;FR;FR
Success;1164;546;25;0;SP;1;0,002652777;0,031120862;0,943036769;1;Oilseed;0;0;US;US
Success;1165;547;15;5;SP;1;0,008587915;0,24288004;0,917251703;1;Oilseed;0;0;DE;DE
Success;1166;;23;1;SP;1;0,011855655;0,24288004;1,00080833;1;Oilseed;1;1;DE;DE
Success;1167;;181;50;Other;1;0,002201576;0,24288004;2,339833981;1;Rendering;0;0;DE;DE
Success;1168;548;198;0;SP;1;0,005930747;0,016697353;1,082462845;0,260985073;Oilseed;0;0;KZ;Other
Failure;1169;;132;1;Other;1;0,000657664;0,149340658;0,809698071;1;Rendering;0;0;FR;FR
Failure;1170;;163;1;SP;1;0,005423144;0,014710869;0,972896819;1;Oilseed;0;0;TR;Other
Failure;1171;;146;54;SP;1;0;0,031120862;0,929414733;0,26782995;Oilseed;1;0;US;US
Success;1172;;25;1;SP;1;0,002652777;0,031120862;0,962382319;1;Oilseed;0;0;US;US
Failure;1173;;25;1;SP;1;0,002652777;0,031120862;1,065303153;0,511124474;Oilseed;0;0;US;US
Success;1174;549;151;110;EP;2;0,000999801;0,24288004;2,662485291;0,840672595;Rendering;1;0;DE;DE
Failure;1175;;163;1;SP;1;0,005423144;0,014710869;0,841130568;0,984252874;Oilseed;0;0;TR;Other
Success;1176;550;28;1;SP;1;0,007770044;0,24288004;1,807076896;1;Oilseed;1;0;DE;DE
Failure;1177;;199;1;SP;1;0,000632783;0,00386407;0,959718002;0,788043478;Oilseed;0;0;BG;Other
Failure;1178;;27;54;SP;1;0,01795518;0,24288004;1,138663958;0,295165778;Oilseed;1;1;DE;DE
Failure;1179;;28;1;Other;1;0,007770044;0,24288004;1;1;Oilseed;1;0;DE;DE
Failure;1180;;199;1;SP;1;0,000632783;0,00386407;1,771992336;1;Oilseed;0;0;BG;Other
Failure;1181;;27;108;SP;1;0,01795518;0,24288004;1,126440801;0,301316307;Oilseed;1;1;DE;DE
Success;1182;551;80;0;SP;1;0,004519341;0,09008607;1,123353851;1;Rendering;1;1;PL;PL
Success;1183;552;97;1;SV;2;0,008354832;0,01187804;0,931008254;1;Oilseed;1;0;ES;Other
Success;1184;;82;1;SP;1;0,000847688;0,149340658;1,111035644;0,91319053;Rendering;1;1;FR;FR
Success;1185;553;160;1;SP;1;0,005357712;0,00753768;1,065327706;0,40233212;Oilseed;1;0;PT;Other
Success;1186;554;133;0;SP;1;0,008735329;0,008735329;0,926419803;1;Oilseed;0;0;FI;Other
Failure;1187;;9;1;Other;1;0,019405607;0,149340658;1,484372572;0,486069084;Rendering;1;0;FR;FR
Failure;1188;;25;1;SP;1;0,002652777;0,031120862;1,016231334;1;Oilseed;0;0;US;US
Success;1189;555;15;4;Other;1;0,008587915;0,24288004;1,057300566;0,940944554;Oilseed;0;0;DE;DE
Success;1190;556;43;0;SP;1;0,013369167;0,24288004;0,91817993;0,773486902;Rendering;1;1;DE;DE
Success;1191;557;90;6;SP;1;0,001491092;0,24288004;1,061655833;1;Oilseed;0;0;DE;DE
Success;1192;558;38;3000;SP;1;0,003375814;0,015899797;1,218270118;0,666000666;Oilseed;1;1;GB;GB
Success;1193;559;25;0;SP;1;0,002652777;0,031120862;0,126639316;1;Oilseed;0;0;US;US
Success;1194;;5;1;SP;1;0,009883245;0,014651249;0,977330837;0,468097736;Rendering;0;0;HR;Other
Success;1195;;10;4;Other;1;0,002387364;0,09008607;0,983084367;0,858897727;Oilseed;1;1;PL;PL
Failure;1196;;183;1;Other;1;0,004242168;0,00543695;1;1;Oilseed;0;0;MY;Other
Failure;1197;;73;1;SP;1;0,005132408;0,24288004;0,999737307;0,305691413;Rendering;1;1;DE;DE
Success;1198;;135;6;SP;1;0,015985666;0,149340658;2,510833088;1;Oilseed;1;0;FR;FR
Failure;1199;;25;1;Other;1;0,002652777;0,031120862;1;1;Oilseed;0;0;US;US
Failure;1200;;97;8;SP;1;0,008354832;0,01187804;0,921629292;1;Oilseed;1;0;ES;Other
Success;1201;560;103;0;SP;1;0,001786465;0,00794596;0,998460226;1;Rendering;1;1;BE;Other
Success;1202;561;103;0;SP;1;0,001786465;0,00794596;2,348811002;1;Rendering;1;1;BE;Other
Success;1203;562;9;0;Other;1;0,019405607;0,149340658;1,011932707;1;Rendering;1;0;FR;FR
Success;1204;563;126;0;SP;1;0,029408083;0,049273194;1,061069115;1;Oilseed;1;0;HU;Other
Success;1205;564;25;0;Other;1;0,002652777;0,031120862;1,04355071;1;Oilseed;0;0;US;US
Success;1206;565;22;1;Other;1;0,002630304;0,00528089;0,972243614;1;Oilseed;0;0;IE;Other
Success;1207;;69;2;SP;1;0,004435115;0,149340658;0,760261844;1;Oilseed;1;1;FR;FR
Failure;1208;;34;1;SP;1;0,032574028;0,037934649;1,229620022;1;Oilseed;0;0;RU;RU
Failure;1209;;146;36;SP;1;0;0,031120862;1,031319443;0,256720899;Oilseed;1;0;US;US
Success;1210;566;66;0;SP;1;0,007122733;0,009992597;1,135139365;0,32411209;Rendering;1;1;NL;Other
Success;1211;567;21;0;Other;1;0,0089365;0,014710869;1,165156406;1;Oilseed;1;1;TR;Other
Success;1212;568;73;0;SP;1;0,005132408;0,24288004;0,83918018;1;Rendering;1;1;DE;DE
Success;1213;569;96;0;SV;1;0,004160797;0,24288004;0,896751812;1;Rendering;0;0;DE;DE
Success;1214;570;67;1;SP;1;0,003045604;0,017650065;1,227042719;0,969239179;Rendering;0;0;AT;Other
Success;1215;571;66;0;SP;1;0,007122733;0,009992597;1,133546376;0,37570727;Rendering;1;1;NL;Other
Success;1216;572;66;0;SP;1;0,007122733;0,009992597;1,130120126;0,388620122;Rendering;1;1;NL;Other
Success;1217;;183;1;Other;1;0,004242168;0,00543695;1;1;Oilseed;0;0;MY;Other
Success;1218;573;80;0;SP;1;0,004519341;0,09008607;1,03491966;0,657939476;Rendering;1;1;PL;PL
Success;1219;574;22;30;Other;1;0,002630304;0,00528089;1,069024075;1;Oilseed;0;0;IE;Other
Success;1220;575;186;60;SP;1;0,006161744;0,09008607;0,91709053;0,484767751;Oilseed;0;0;PL;PL
Success;1221;576;21;2200;SV;1;0,0089365;0,014710869;0,967159407;0,319481831;Oilseed;1;1;TR;Other
Success;1222;577;61;400;SP;1;0,01832899;0,021779501;0,724678423;0,681229734;Oilseed;1;1;AU;Other
Success;1223;;19;1;SP;1;0,016754912;0,049273194;0,943732393;1;Oilseed;1;1;HU;Other
Failure;1224;;18;1;SP;2;0,012238261;0,24288004;1,036888312;0,692987326;Oilseed;1;1;DE;DE
Failure;1225;;97;1;Other;1;0,008354832;0,01187804;1,189073116;1;Oilseed;1;0;ES;Other
Failure;1226;;97;1;Other;1;0,008354832;0,01187804;1;1;Oilseed;1;0;ES;Other
Failure;1227;;18;1;SP;1;0,012238261;0,24288004;1,067722248;1;Oilseed;1;1;DE;DE
Success;1228;578;68;0;Other;1;0,004581255;0,24288004;0,982417559;1;Rendering;1;1;DE;DE
Success;1229;579;73;0;SP;1;0,005132408;0,24288004;1,073277629;1;Rendering;1;1;DE;DE
Failure;1230;;200;1;SP;1;0,000582025;0,015899797;0,756400179;1;Oilseed;0;0;GB;GB
Failure;1231;;200;1;SP;1;0,000582025;0,015899797;0,756400179;1;Oilseed;0;0;GB;GB
Failure;1232;;126;1;SP;1;0,029408083;0,049273194;1,103528075;0,831111111;Oilseed;1;0;HU;Other
Success;1233;;1;100;SV;1;0,000935757;0,000935757;0,914552788;0,641756306;Oilseed;0;0;SG;Other
Success;1234;580;139;1;Other;1;0,019538491;0,032064225;1,024039017;1;Oilseed;1;0;DK;Other
Success;1235;581;61;1;SP;1;0,01832899;0,021779501;0,849319726;1;Oilseed;1;1;AU;Other
Failure;1236;;6;2;SP;1;0,015086146;0,018512827;0,845030306;1;Oilseed;1;0;AE;Other
Success;1237;582;43;0;SP;1;0,013369167;0,24288004;0,919083538;0,448072091;Rendering;1;1;DE;DE
Failure;1238;;94;2;SP;1;0,003576347;0,24288004;0,938224898;0,903361465;Rendering;0;0;DE;DE
Success;1239;583;43;0;SP;1;0,013369167;0,24288004;0,919083538;0,448072091;Rendering;1;1;DE;DE
Success;1240;584;103;0;SP;1;0,001786465;0,00794596;1,051833431;1;Rendering;1;1;BE;Other
Failure;1241;;131;1;SV;1;0,008894011;0,149340658;0,943269611;1;Rendering;1;1;FR;FR
Success;1242;585;147;0;SP;1;0,012525733;0,032064225;0,860777896;1;Oilseed;0;0;DK;Other
Success;1243;;9;1;Other;1;0,019405607;0,149340658;1,025769823;1;Rendering;1;0;FR;FR
Success;1244;;72;2;SP;1;0,011354609;0,149340658;0,672607098;1;Rendering;1;1;FR;FR
Success;1245;586;22;2;Other;2;0,002630304;0,00528089;1,076984828;1;Oilseed;0;0;IE;Other
Failure;1246;;10;1;SP;1;0,002387364;0,09008607;1,093851559;1;Oilseed;1;1;PL;PL
Failure;1247;;50;1;SV;1;0,00282042;0,24288004;1,010042383;0,672948033;Rendering;1;1;DE;DE
Failure;1248;;151;2;EP;1;0,000999801;0,24288004;0,932444471;1;Rendering;1;0;DE;DE
Failure;1249;;63;1;SP;1;0,002007503;0,017650065;1,172552677;1;Rendering;0;0;AT;Other
Success;1250;;81;1;SP;1;0,001431216;0,015899797;0,959303597;0,701381509;Rendering;0;0;GB;GB
Success;1251;587;50;0;SV;1;0,00282042;0,24288004;0,887074975;1;Rendering;1;1;DE;DE
Success;1252;588;25;0;SP;1;0,002652777;0,031120862;1,167097795;0,78125;Oilseed;0;0;US;US
Success;1253;;201;10;SP;1;0,001287106;0,09008607;0,821952894;1;Rendering;0;0;PL;PL
Success;1254;589;6;2;Other;1;0,015086146;0,018512827;1,005329195;1;Oilseed;1;0;AE;Other
Success;1255;590;156;10;SV;2;0,006115614;0,015798616;1,183067452;1;Oilseed;1;0;CZ;Other
Failure;1256;;184;1;Other;2;0;0,24288004;1,070294877;0,225044913;Rendering;1;1;DE;DE
Success;1257;591;22;1;Other;1;0,002630304;0,00528089;1,002102839;1;Oilseed;0;0;IE;Other
Success;1258;592;202;1;SV;2;0,002650587;0,00528089;1,01362156;0,764160948;Rendering;0;0;IE;Other
Success;1259;593;119;1;SP;1;0,011196156;0,011196156;0,885197476;0,609094846;Oilseed;0;0;LT;Other
Success;1260;594;6;12;Other;1;0,015086146;0,018512827;1,01007072;1;Oilseed;1;0;AE;Other
Success;1261;595;75;0;SP;1;0,005203563;0,023240521;2,145206843;1;Rendering;1;1;NO;Other
Failure;1262;;131;1;SV;1;0,008894011;0,149340658;0,878323928;1;Rendering;1;1;FR;FR
Success;1263;596;3;2;SP;1;0,012672497;0,24288004;1,101292595;0,741315595;Oilseed;1;1;DE;DE
Success;1264;597;57;0;EP;1;0,002544135;0,028680262;1,236778545;0,808219178;Oilseed;0;0;CH;Other
Success;1265;598;25;0;SP;1;0,002652777;0,031120862;1,11388356;0,982142857;Oilseed;0;0;US;US
Failure;1266;;203;1;SP;1;0;0,008735329;1,07163362;1;Rendering;0;0;FI;Other
Failure;1267;;1;1;SV;1;0,000935757;0,000935757;1,047897489;1;Oilseed;0;0;SG;Other
Success;1268;;72;2;SP;1;0,011354609;0,149340658;1,011058971;0,537109375;Rendering;1;1;FR;FR
Success;1269;;126;1;SP;1;0,029408083;0,049273194;0,970804087;1;Oilseed;1;0;HU;Other
Failure;1270;;155;1;SP;1;0,002869865;0,009992597;1;1;Oilseed;0;0;NL;Other
Success;1271;599;33;1;SP;1;0,001215816;0,24288004;1;1;Oilseed;1;1;DE;DE
Success;1272;600;117;1;Other;1;0,017039775;0,028680262;1,032630198;1;Rendering;0;0;CH;Other
Success;1273;601;147;200;SP;1;0,012525733;0,032064225;0,684822504;1;Oilseed;0;0;DK;Other
Success;1274;602;25;0;SP;1;0,002652777;0,031120862;1,057575723;0,970149254;Oilseed;0;0;US;US
Failure;1275;;204;1;SV;1;0;0,015798616;1,091355381;0,3779903;Rendering;1;1;CZ;Other
Failure;1276;;9;1;Other;1;0,019405607;0,149340658;1,595289738;0,475292224;Rendering;1;0;FR;FR
Success;1277;603;25;0;SP;1;0,002652777;0,031120862;0,943036769;1;Oilseed;0;0;US;US
Failure;1278;;205;1;Other;1;0;0,021779501;0,977672775;0,403373979;Rendering;0;0;AU;Other
Failure;1279;;9;1;Other;1;0,019405607;0,149340658;1,0488671;0,508103261;Rendering;1;0;FR;FR
Success;1280;;54;50;Other;1;0,015902771;0,24288004;1,061793003;0,374769599;Rendering;1;1;DE;DE
Success;1281;604;147;150;SP;1;0,012525733;0,032064225;0,683322421;0,985140588;Oilseed;0;0;DK;Other
Success;1282;605;139;1;SP;1;0,019538491;0,032064225;0,791728795;0,363356638;Oilseed;1;0;DK;Other
Success;1283;;15;1;Other;1;0,008587915;0,24288004;1,001303955;1;Oilseed;0;0;DE;DE
Success;1284;606;25;0;SP;1;0,002652777;0,031120862;1,181560865;0,617378049;Oilseed;0;0;US;US
Success;1285;607;117;1;SP;1;0,017039775;0,028680262;1,224461895;0,432179673;Rendering;0;0;CH;Other
Failure;1286;;6;3;SP;1;0,015086146;0,018512827;0,941170604;1;Oilseed;1;0;AE;Other
Success;1287;608;25;0;Other;1;0,002652777;0,031120862;1,05640149;1;Oilseed;0;0;US;US
Success;1288;;179;4;Other;1;0,011140294;0,149340658;0,96573671;0,502450084;Rendering;1;1;FR;FR
Success;1289;;79;100;SP;1;0,006330976;0,149340658;1,054708383;0,789041096;Rendering;1;1;FR;FR
Failure;1290;;97;1;SV;1;0,008354832;0,01187804;0,94709093;1;Oilseed;1;0;ES;Other
Success;1291;609;97;0;SV;1;0,008354832;0,01187804;0,87223248;1;Oilseed;1;0;ES;Other
Failure;1292;;145;1;SP;1;0,023432025;0,031120862;0,976824798;1;Rendering;1;0;US;US
Failure;1293;;206;1;Other;1;0;0,021779501;0,952329487;0,40824017;Rendering;0;0;AU;Other
Success;1294;610;9;1;Other;2;0,019405607;0,149340658;1,260180268;0,683390389;Rendering;1;0;FR;FR
Success;1295;611;25;0;SP;2;0,002652777;0,031120862;1,141611114;0,465470327;Oilseed;0;0;US;US
Success;1296;612;103;0;SP;1;0,001786465;0,00794596;2,276671049;0,943867054;Rendering;1;1;BE;Other
